Name,Section,Title,Subject,Topic,OpenSeats,Credits
Masters Recital,126,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,129,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,154,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,156,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,157,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,161,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,172,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,175,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,178,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,181,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,184,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,208,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,211,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,212,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,216,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,219,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,232,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,240,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,241,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,252,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,253,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,255,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,261,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,262,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,266,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,269,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,270,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,282,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Masters Recital,293,Masters Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,044,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,054,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,102,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,104,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,105,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,126,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,129,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,154,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,157,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,172,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,178,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,181,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,184,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,232,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,253,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,255,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,261,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,266,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,269,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,270,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Mstr Chamber Recital,293,Mstr Chamber Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Performance Seminar,156,Performance Seminar,Music Performance (MUSPERF) Open Sections,,"  74",1.00
Performance Seminar,156,Performance Seminar,Music Performance (MUSPERF) Open Sections,,"  74",1.00
Performance Seminar,157,Performance Seminar,Music Performance (MUSPERF) Open Sections,,"  75",1.00
Performance Seminar,157,Performance Seminar,Music Performance (MUSPERF) Open Sections,,"  75",1.00
Performance Seminar,161,Performance Seminar,Music Performance (MUSPERF) Open Sections,,"  44",1.00
Performance Seminar,162,Performance Seminar,Music Performance (MUSPERF) Open Sections,,"  60",1.00
Performance Seminar,163,Performance Seminar,Music Performance (MUSPERF) Open Sections,,"  60",1.00
Performance Seminar,163,Performance Seminar,Music Performance (MUSPERF) Open Sections,,"  60",1.00
Performance Seminar,172,Performance Seminar,Music Performance (MUSPERF) Open Sections,,"  50",1.00
Performance Seminar,175,Performance Seminar,Music Performance (MUSPERF) Open Sections,,"  75",1.00
Performance Seminar,178,Performance Seminar,Music Performance (MUSPERF) Open Sections,,"  75",1.00
Performance Seminar,178,Performance Seminar,Music Performance (MUSPERF) Open Sections,,"  75",1.00
Performance Seminar,181,Performance Seminar,Music Performance (MUSPERF) Open Sections,,"  70",1.00
Performance Seminar,181,Performance Seminar,Music Performance (MUSPERF) Open Sections,,"  70",1.00
Performance Seminar,232,Performance Seminar,Music Performance (MUSPERF) Open Sections,,"  75",1.00
Directed Perform,026,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,027,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,029,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,044,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,045,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,054,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,064,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,066,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,067,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,076,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,087,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,102,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,104,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,105,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,106,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,108,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,109,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,112,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,126,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,129,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,161,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,163,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,172,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,178,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,181,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,184,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,203,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,208,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,211,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,213,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,216,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,219,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,220,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,232,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,238,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,240,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,241,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,252,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,253,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,255,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,269,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,270,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,274,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,282,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Directed Perform,293,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-4.00
Pno Chamber Mus&Acc,002,Pno Chamber Mus&Acc,Music Performance (MUSPERF) Open Sections,,"   8",2.00-4.00
Specialist Recital,112,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,154,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,157,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,161,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,163,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,172,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,178,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,181,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,184,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,208,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,211,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,212,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,216,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,219,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,232,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,240,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,241,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,253,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,255,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,261,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,266,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,269,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,270,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,282,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Specialist Recital,293,Specialist Recital,Music Performance (MUSPERF) Open Sections,,"  25",0.00
Prof&Acad Developmt,001,Prof&Acad Developmt,Music Performance (MUSPERF) Open Sections,,"  12",1.00-4.00
Prof&Acad Developmt,004,Prof&Acad Developmt,Music Performance (MUSPERF) Open Sections,,"  23",1.00-4.00
Prof&Acad Developmt,002,Prof&Acad Developmt,Music Performance (MUSPERF) Open Sections,,"  10",1.00-4.00
Prof&Acad Developmt,003,Prof&Acad Developmt,Music Performance (MUSPERF) Open Sections,,"  12",1.00-4.00
Chamber Music,044,Chamber Music,Music Performance (MUSPERF) Open Sections,,"  25",1.00-4.00
Large Ensemble,026,Large Ensemble,Music Performance (MUSPERF) Open Sections,,"  25",1.00-4.00
Large Ensemble,029,Large Ensemble,Music Performance (MUSPERF) Open Sections,,"  25",1.00-4.00
Large Ensemble,044,Large Ensemble,Music Performance (MUSPERF) Open Sections,,"  25",1.00-4.00
Large Ensemble,047,Large Ensemble,Music Performance (MUSPERF) Open Sections,,"  25",1.00-4.00
Large Ensemble,048,Large Ensemble,Music Performance (MUSPERF) Open Sections,,"  25",1.00-4.00
Large Ensemble,054,Large Ensemble,Music Performance (MUSPERF) Open Sections,,"  25",1.00-4.00
Large Ensemble,154,Large Ensemble,Music Performance (MUSPERF) Open Sections,,"  25",1.00-4.00
Large Ensemble,253,Large Ensemble,Music Performance (MUSPERF) Open Sections,,"  25",1.00-4.00
Large Ensemble,274,Large Ensemble,Music Performance (MUSPERF) Open Sections,,"  25",1.00-4.00
Large Ensemble,296,Large Ensemble,Music Performance (MUSPERF) Open Sections,,"  25",1.00-4.00
Contemp Direct Ens,002,Contemp Direct Ens,Music Performance (MUSPERF) Open Sections,,"  25",1.00-2.00
Directed Perform,027,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,029,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,054,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,066,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,086,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,087,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,091,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,102,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,104,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  35",2.00-6.00
Directed Perform,105,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,108,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,112,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  35",2.00-6.00
Directed Perform,113,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,129,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  35",2.00-6.00
Directed Perform,154,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,156,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,157,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,161,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,163,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,178,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,181,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,184,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,208,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,210,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,211,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  35",2.00-6.00
Directed Perform,212,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,213,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,216,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,219,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  35",2.00-6.00
Directed Perform,220,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,232,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,240,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,241,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,251,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,252,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,253,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,255,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,261,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,262,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,266,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,269,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,270,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,274,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,279,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,282,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,283,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,292,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Directed Perform,293,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  35",2.00-6.00
Directed Perform,296,Directed Perform,Music Performance (MUSPERF) Open Sections,,"  25",2.00-6.00
Preliminary Exam,104,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,105,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,108,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,112,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,129,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,161,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,178,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,181,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,184,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,211,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,212,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,216,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Preliminary Exam,293,Preliminary Exam,Music Performance (MUSPERF) Open Sections,,"  25",1.00
Diss-Precand,027,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,066,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,086,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,087,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,104,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  35",1.00-8.00
Diss-Precand,105,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,108,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,112,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  35",1.00-8.00
Diss-Precand,113,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,129,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  35",1.00-8.00
Diss-Precand,156,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,157,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,161,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  35",1.00-8.00
Diss-Precand,163,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,172,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,178,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,181,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,184,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,211,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  35",1.00-8.00
Diss-Precand,212,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,216,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,219,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,232,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,240,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,241,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,252,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,253,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,255,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,261,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,262,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,266,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,269,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,270,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,274,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,282,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,283,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,292,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Precand,293,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  35",1.00-8.00
Diss-Precand,296,Diss-Precand,Music Performance (MUSPERF) Open Sections,,"  25",1.00-8.00
Diss-Cand,026,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,027,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,054,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,066,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,067,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,086,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,087,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,102,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,104,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  35",8.00
Diss-Cand,105,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,108,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,112,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  35",8.00
Diss-Cand,113,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,129,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  35",8.00
Diss-Cand,156,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,161,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  35",8.00
Diss-Cand,163,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,172,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,178,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,181,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,184,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,211,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  35",8.00
Diss-Cand,212,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,216,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,225,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,232,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,240,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,241,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,251,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,252,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,253,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,255,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,261,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,262,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,266,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,269,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
Diss-Cand,270,Diss-Cand,Music Performance (MUSPERF) Open Sections,,"  25",8.00
