Name,Section,Title,Subject,Topic,OpenSeats,Credits
Teach Exper Undergr,215,Teach Exper Undergr,Ecology and Evolutionary Biology (EEB) Open Sections,,"  25",1.00-3.00
Geobiology,003,Geobiology,Ecology and Evolutionary Biology (EEB) Open Sections,,"   1",4.00
Geobiology,006,Geobiology,Ecology and Evolutionary Biology (EEB) Open Sections,,"   3",4.00
Geobiology,001,Geobiology,Ecology and Evolutionary Biology (EEB) Open Sections,," ",4.00
Ecology Laboratory,011,Ecology Laboratory,Ecology and Evolutionary Biology (EEB) Open Sections,,"   1",3.00
Ecology Laboratory,011,Ecology Laboratory,Ecology and Evolutionary Biology (EEB) Open Sections,,"   1",3.00
Evolution,007,Evolution,Ecology and Evolutionary Biology (EEB) Open Sections,,"   9",3.00
Evolution,001,Evolution,Ecology and Evolutionary Biology (EEB) Open Sections,," ",3.00
Advanced Topics,003,Advanced Topics,Ecology and Evolutionary Biology (EEB) Open Sections,,"   9",1.00
Advanced Topics,006,Advanced Topics,Ecology and Evolutionary Biology (EEB) Open Sections,,"  14",3.00-4.00
Advanced Topics,004,Advanced Topics,Ecology and Evolutionary Biology (EEB) Open Sections,," ",3.00-4.00
Advanced Topics,005,Advanced Topics,Ecology and Evolutionary Biology (EEB) Open Sections,," ",3.00-4.00
Advanced Topics,015,Advanced Topics,Ecology and Evolutionary Biology (EEB) Open Sections,," ",3.00-4.00
EEB Capstone Seminar,001,EEB Capstone Seminar,Ecology and Evolutionary Biology (EEB) Open Sections,,"   8",3.00
Woody Plants,002,Woody Plants,Ecology and Evolutionary Biology (EEB) Open Sections,,"   5",4.00
Woody Plants,003,Woody Plants,Ecology and Evolutionary Biology (EEB) Open Sections,,"   6",4.00
Woody Plants,004,Woody Plants,Ecology and Evolutionary Biology (EEB) Open Sections,,"  19",4.00
Woody Plants,001,Woody Plants,Ecology and Evolutionary Biology (EEB) Open Sections,," ",4.00
Ecol of Fishes,002,Ecol of Fishes,Ecology and Evolutionary Biology (EEB) Open Sections,,"   8",3.00-4.00
Soil Ecology,003,Soil Ecology,Ecology and Evolutionary Biology (EEB) Open Sections,,"   7",3.00
Soil Ecology,001,Soil Ecology,Ecology and Evolutionary Biology (EEB) Open Sections,," ",3.00
Teaching Col Science,001,Teaching Col Science,Ecology and Evolutionary Biology (EEB) Open Sections,,"  10",2.00
Exprmntl Evolution,001,Exprmntl Evolution,Ecology and Evolutionary Biology (EEB) Open Sections,,"  15",4.00
Complex Sys in Ecol,001,Complex Sys in Ecol,Ecology and Evolutionary Biology (EEB) Open Sections,,"  15",3.00
Research Ethics-Bio,001,Research Ethics-Bio,Ecology and Evolutionary Biology (EEB) Open Sections,,"  27",1.00
Prncpls of Ecology,002,Prncpls of Ecology,Ecology and Evolutionary Biology (EEB) Open Sections,,"  19",4.00
Prncpls of Ecology,003,Prncpls of Ecology,Ecology and Evolutionary Biology (EEB) Open Sections,,"  17",4.00
Prncpls of Ecology,001,Prncpls of Ecology,Ecology and Evolutionary Biology (EEB) Open Sections,," ",4.00
Navigating Academia,001,Navigating Academia,Ecology and Evolutionary Biology (EEB) Open Sections,,"  25",1.00
Supervised Teaching,001,Supervised Teaching,Ecology and Evolutionary Biology (EEB) Open Sections,,"  60",1.00
Undergrad Research,003,Undergrad Research,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  24",1.00-3.00
Undergrad Research,007,Undergrad Research,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  24",1.00-3.00
Undergrad Research,015,Undergrad Research,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  24",1.00-3.00
Undergrad Research,020,Undergrad Research,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  24",1.00-3.00
Undergrad Research,026,Undergrad Research,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  24",1.00-3.00
Undergrad Research,029,Undergrad Research,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  25",1.00-3.00
Undergrad Research,211,Undergrad Research,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  24",1.00-3.00
Undergrad Research,218,Undergrad Research,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  24",1.00-3.00
Undergrad Research,219,Undergrad Research,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  24",1.00-3.00
Undergrad Research,225,Undergrad Research,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  24",1.00-3.00
Undergrad Research,230,Undergrad Research,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  25",1.00-3.00
Undergrad Research,235,Undergrad Research,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  25",1.00-3.00
Undergrad Research,253,Undergrad Research,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  24",1.00-3.00
Genetics Laboratory,001,Genetics Laboratory,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",," ",3.00
Intro Biochemistry,001,Intro Biochemistry,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",," ",4.00
Cell&Molec Neurosci,001,Cell&Molec Neurosci,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",," ",4.00
Advanced Research,039,Advanced Research,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  24",1.00-3.00
Advanced Research,046,Advanced Research,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  22",1.00-3.00
Advanced Research,223,Advanced Research,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  23",1.00-3.00
Topics in Neurobio,001,Topics in Neurobio,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  11",3.00
Neurobiology Lab,002,Neurobiology Lab,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"   2",3.00
Molecular Biology,004,Molecular Biology,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"   5",4.00
Molecular Biology,001,Molecular Biology,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",," ",4.00
Human Immunology,001,Human Immunology,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  24",3.00
Molec Neuro Disease,001,Molec Neuro Disease,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  33",3.00
Teaching Col Science,001,Teaching Col Science,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  10",2.00
Research Ethics-Bio,001,Research Ethics-Bio,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  27",1.00
Res Con in Chem Res,100,Res Con in Chem Res,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",," 100",1.00
Exp Molec Biology,001,Exp Molec Biology,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  12",3.00
Topics in MCDB,001,Topics in MCDB,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  23",1.00
Topics in MCDB,005,Topics in MCDB,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  25",1.00
Topics in MCDB,006,Topics in MCDB,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  25",1.00
Topics in MCDB,007,Topics in MCDB,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  24",1.00
Topics in MCDB,002,Topics in MCDB,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  25",1.00
Topics in MCDB,003,Topics in MCDB,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  25",1.00
Topics in MCDB,004,Topics in MCDB,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  25",1.00
Principles Neuro I,001,Principles Neuro I,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  21",3.00
Principles Neuro I,001,Principles Neuro I,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  21",3.00
Neurochem/Neuropharm,001,Neurochem/Neuropharm,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  20",1.00
Circuits/Comp NS,001,Circuits/Comp NS,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  16",1.00
Cellular&Molec Biol,001,Cellular&Molec Biol,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  25",3.00
Molecular Neuro Lab,001,Molecular Neuro Lab,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  16",3.00
Exp Genetics Systems,001,Exp Genetics Systems,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  22",1.00
Advanced Studies,202,Advanced Studies,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  25",1.00-8.00
Advanced Studies,740,Advanced Studies,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  25",1.00-8.00
Biology Seminar,001,Biology Seminar,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  39",1.00
Supervised Teaching,001,Supervised Teaching,"Molecular, Cellular and Developmental Biology (MCDB) Open Sections",,"  60",1.00
Everyday Physics,002,Everyday Physics,Physics (PHYSICS) Open Sections,,"   2",3.00
Principles of Phys,001,Principles of Phys,Physics (PHYSICS) Open Sections,,"  69",2.00
Physics Arch Design,003,Physics Arch Design,Physics (PHYSICS) Open Sections,,"   2",5.00
Physics Arch Design,001,Physics Arch Design,Physics (PHYSICS) Open Sections,," ",5.00
General Physics I,001,General Physics I,Physics (PHYSICS) Open Sections,," 212",4.00
General Physics I,010,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
General Physics I,010,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
General Physics I,010,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
General Physics I,010,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
General Physics I,002,General Physics I,Physics (PHYSICS) Open Sections,," 196",4.00
General Physics I,020,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
General Physics I,020,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
General Physics I,020,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
General Physics I,020,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
General Physics I,004,General Physics I,Physics (PHYSICS) Open Sections,," 115",4.00
General Physics I,005,General Physics I,Physics (PHYSICS) Open Sections,," 101",4.00
General Physics I,003,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
General Physics I,030,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
General Physics I,030,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
General Physics I,007,General Physics I,Physics (PHYSICS) Open Sections,," 102",4.00
General Physics I,006,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
General Physics I,060,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
General Physics I,060,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
General Physics I,008,General Physics I,Physics (PHYSICS) Open Sections,,"  16",4.00
General Physics I,080,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
General Physics I,080,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
General Physics I,080,General Physics I,Physics (PHYSICS) Open Sections,," ",4.00
Elementary Lab I,010,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  19",1.00
Elementary Lab I,011,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  14",1.00
Elementary Lab I,012,Elementary Lab I,Physics (PHYSICS) Open Sections,,"   1",1.00
Elementary Lab I,013,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  11",1.00
Elementary Lab I,014,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  18",1.00
Elementary Lab I,015,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  20",1.00
Elementary Lab I,020,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  20",1.00
Elementary Lab I,022,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  10",1.00
Elementary Lab I,023,Elementary Lab I,Physics (PHYSICS) Open Sections,,"   8",1.00
Elementary Lab I,024,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  18",1.00
Elementary Lab I,025,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  21",1.00
Elementary Lab I,030,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  20",1.00
Elementary Lab I,031,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  18",1.00
Elementary Lab I,032,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  13",1.00
Elementary Lab I,033,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  20",1.00
Elementary Lab I,034,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  20",1.00
Elementary Lab I,040,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  21",1.00
Elementary Lab I,041,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  15",1.00
Elementary Lab I,042,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  16",1.00
Elementary Lab I,043,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  19",1.00
Elementary Lab I,044,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  18",1.00
Elementary Lab I,060,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  21",1.00
Elementary Lab I,061,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  16",1.00
Elementary Lab I,062,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  12",1.00
Elementary Lab I,063,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  15",1.00
Elementary Lab I,064,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  19",1.00
Elementary Lab I,065,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  21",1.00
Elementary Lab I,070,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  21",1.00
Elementary Lab I,071,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  20",1.00
Elementary Lab I,072,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  12",1.00
Elementary Lab I,073,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  17",1.00
Elementary Lab I,074,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  21",1.00
Elementary Lab I,075,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  19",1.00
Elementary Lab I,080,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  21",1.00
Elementary Lab I,081,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  21",1.00
Elementary Lab I,082,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  18",1.00
Elementary Lab I,083,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  21",1.00
Elementary Lab I,090,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  21",1.00
Elementary Lab I,091,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  18",1.00
Elementary Lab I,092,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  19",1.00
Elementary Lab I,093,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  19",1.00
Elementary Lab I,094,Elementary Lab I,Physics (PHYSICS) Open Sections,,"  21",1.00
FundPhysics LifeScI,001,FundPhysics LifeScI,Physics (PHYSICS) Open Sections,," ",4.00
FundPhysics LifeScI,100,FundPhysics LifeScI,Physics (PHYSICS) Open Sections,," ",4.00
FundPhysics LifeScI,100,FundPhysics LifeScI,Physics (PHYSICS) Open Sections,," ",4.00
FundPhysics LifeScI,100,FundPhysics LifeScI,Physics (PHYSICS) Open Sections,," ",4.00
FundPhysics LifeScI,011,FundPhysics LifeScI,Physics (PHYSICS) Open Sections,,"   1",4.00
FundPhysics LifeScI,012,FundPhysics LifeScI,Physics (PHYSICS) Open Sections,,"  40",4.00
FundPhysics LifeScI,010,FundPhysics LifeScI,Physics (PHYSICS) Open Sections,," ",4.00
FundPhysics LifeScI,200,FundPhysics LifeScI,Physics (PHYSICS) Open Sections,," ",4.00
FundPhysics LifeScI,200,FundPhysics LifeScI,Physics (PHYSICS) Open Sections,," ",4.00
FundPhysics LifeScI,200,FundPhysics LifeScI,Physics (PHYSICS) Open Sections,," ",4.00
FundPhysics LifeScI,021,FundPhysics LifeScI,Physics (PHYSICS) Open Sections,,"  32",4.00
FundPhysics LifeScI,022,FundPhysics LifeScI,Physics (PHYSICS) Open Sections,,"   5",4.00
FundPhysics LifeScI,020,FundPhysics LifeScI,Physics (PHYSICS) Open Sections,," ",4.00
FundPhysics LifeScI,300,FundPhysics LifeScI,Physics (PHYSICS) Open Sections,," ",4.00
FundPhysics LifeScI,300,FundPhysics LifeScI,Physics (PHYSICS) Open Sections,," ",4.00
FundPhysics LifeScI,300,FundPhysics LifeScI,Physics (PHYSICS) Open Sections,," ",4.00
Life Sciences Lab I,015,Life Sciences Lab I,Physics (PHYSICS) Open Sections,,"  14",1.00
Life Sciences Lab I,020,Life Sciences Lab I,Physics (PHYSICS) Open Sections,,"   5",1.00
Life Sciences Lab I,025,Life Sciences Lab I,Physics (PHYSICS) Open Sections,,"   8",1.00
Life Sciences Lab I,030,Life Sciences Lab I,Physics (PHYSICS) Open Sections,,"   9",1.00
Life Sciences Lab I,034,Life Sciences Lab I,Physics (PHYSICS) Open Sections,,"  11",1.00
Life Sciences Lab I,040,Life Sciences Lab I,Physics (PHYSICS) Open Sections,,"  11",1.00
Life Sciences Lab I,043,Life Sciences Lab I,Physics (PHYSICS) Open Sections,,"   3",1.00
Life Sciences Lab I,044,Life Sciences Lab I,Physics (PHYSICS) Open Sections,,"   8",1.00
Life Sciences Lab I,065,Life Sciences Lab I,Physics (PHYSICS) Open Sections,,"  16",1.00
Life Sciences Lab I,070,Life Sciences Lab I,Physics (PHYSICS) Open Sections,,"   8",1.00
Life Sciences Lab I,074,Life Sciences Lab I,Physics (PHYSICS) Open Sections,,"   1",1.00
Life Sciences Lab I,075,Life Sciences Lab I,Physics (PHYSICS) Open Sections,,"   9",1.00
Life Sciences Lab I,080,Life Sciences Lab I,Physics (PHYSICS) Open Sections,,"   6",1.00
Honors Physics I,001,Honors Physics I,Physics (PHYSICS) Open Sections,,"  64",4.00
Honors Mechanics Lab,001,Honors Mechanics Lab,Physics (PHYSICS) Open Sections,,"  21",1.00
Honors Mechanics Lab,002,Honors Mechanics Lab,Physics (PHYSICS) Open Sections,,"  18",1.00
Honors Mechanics Lab,003,Honors Mechanics Lab,Physics (PHYSICS) Open Sections,,"  20",1.00
General Physics II,001,General Physics II,Physics (PHYSICS) Open Sections,,"  48",4.00
General Physics II,002,General Physics II,Physics (PHYSICS) Open Sections,,"  45",4.00
General Physics II,010,General Physics II,Physics (PHYSICS) Open Sections,," ",4.00
General Physics II,030,General Physics II,Physics (PHYSICS) Open Sections,," ",4.00
General Physics II,030,General Physics II,Physics (PHYSICS) Open Sections,," ",4.00
Elementary Lab II,020,Elementary Lab II,Physics (PHYSICS) Open Sections,,"  11",1.00
Elementary Lab II,040,Elementary Lab II,Physics (PHYSICS) Open Sections,,"   3",1.00
Elementary Lab II,070,Elementary Lab II,Physics (PHYSICS) Open Sections,,"  14",1.00
Elementary Lab II,071,Elementary Lab II,Physics (PHYSICS) Open Sections,,"   5",1.00
Elementary Lab II,080,Elementary Lab II,Physics (PHYSICS) Open Sections,,"  10",1.00
Elementary Lab II,090,Elementary Lab II,Physics (PHYSICS) Open Sections,,"  11",1.00
Life Sciences Lab II,011,Life Sciences Lab II,Physics (PHYSICS) Open Sections,,"   4",1.00
Life Sciences Lab II,041,Life Sciences Lab II,Physics (PHYSICS) Open Sections,,"   5",1.00
Honors Physics II,001,Honors Physics II,Physics (PHYSICS) Open Sections,,"   3",4.00
Honors E&M Lab,001,Honors E&M Lab,Physics (PHYSICS) Open Sections,,"   2",1.00
Math for Phys & Eng,001,Math for Phys & Eng,Physics (PHYSICS) Open Sections,,"  16",3.00
Waves Heat Light,001,Waves Heat Light,Physics (PHYSICS) Open Sections,,"  25",3.00
Waves Heat Light,001,Waves Heat Light,Physics (PHYSICS) Open Sections,,"  25",3.00
Honors Physics III,001,Honors Physics III,Physics (PHYSICS) Open Sections,,"  16",3.00
Honors Physics III,001,Honors Physics III,Physics (PHYSICS) Open Sections,,"  16",3.00
IntermTopicsPhysics,001,IntermTopicsPhysics,Physics (PHYSICS) Open Sections,,"  31",3.00
Intermed Mechanics,001,Intermed Mechanics,Physics (PHYSICS) Open Sections,,"  14",3.00
Intermed Elec-Mag,001,Intermed Elec-Mag,Physics (PHYSICS) Open Sections,,"  10",3.00
Intro Comp Physics,001,Intro Comp Physics,Physics (PHYSICS) Open Sections,,"   3",3.00
Int Nonlin,001,Int Nonlin,Physics (PHYSICS) Open Sections,,"  50",3.00
Undergrad Research,001,Undergrad Research,Physics (PHYSICS) Open Sections,,"   1",1.00-6.00
Gravitational Phys,001,Gravitational Phys,Physics (PHYSICS) Open Sections,,"   5",3.00
Instrumentation,001,Instrumentation,Physics (PHYSICS) Open Sections,,"  12",3.00
Advanced Lab II,001,Advanced Lab II,Physics (PHYSICS) Open Sections,,"   2",3.00
Advanced Lab II,002,Advanced Lab II,Physics (PHYSICS) Open Sections,,"   2",3.00
Intro to Info Theory,001,Intro to Info Theory,Physics (PHYSICS) Open Sections,,"  35",3.00
Lab Tech in BIOPHYS,001,Lab Tech in BIOPHYS,Physics (PHYSICS) Open Sections,,"   4",3.00
Quantum Mechanics,001,Quantum Mechanics,Physics (PHYSICS) Open Sections,,"  17",3.00
Methods in Research,001,Methods in Research,Physics (PHYSICS) Open Sections,,"  40",1.00
First Yr Mini-Colloq,001,First Yr Mini-Colloq,Physics (PHYSICS) Open Sections,,"  25",1.00
Elctrdynmcs/Fields I,001,Elctrdynmcs/Fields I,Physics (PHYSICS) Open Sections,,"  45",3.00
Network Theory,001,Network Theory,Physics (PHYSICS) Open Sections,,"  14",3.00
Stat Mech,001,Stat Mech,Physics (PHYSICS) Open Sections,,"  46",3.00
Adv Quantum Mech I,001,Adv Quantum Mech I,Physics (PHYSICS) Open Sections,,"  17",3.00
Quan Field Thry I,001,Quan Field Thry I,Physics (PHYSICS) Open Sections,,"  16",3.00
Condensed Matter,001,Condensed Matter,Physics (PHYSICS) Open Sections,,"   9",3.00
Cosmo II Late Univer,001,Cosmo II Late Univer,Physics (PHYSICS) Open Sections,,"   4",3.00
General Relativity,001,General Relativity,Physics (PHYSICS) Open Sections,,"   5",3.00
Grad Topics Phys,002,Grad Topics Phys,Physics (PHYSICS) Open Sections,,"  15",3.00
Quantum Thry-Fields,001,Quantum Thry-Fields,Physics (PHYSICS) Open Sections,,"   9",3.00
Opt Wave Crystals,001,Opt Wave Crystals,Physics (PHYSICS) Open Sections,,"  25",3.00
G S I Training,001,G S I Training,Physics (PHYSICS) Open Sections,,"  20",1.00
G S I Training,002,G S I Training,Physics (PHYSICS) Open Sections,,"  20",1.00
Physics CPT,001,Physics CPT,Physics (PHYSICS) Open Sections,,"   1",1.00
